Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
69,30,RM,47.0,4608,Pave,0,0,AllPub,Corner,0,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,747,747,GasA,2,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,5,1945.0,1.0,1,220,3.0,3.0,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000
70,50,RL,81.0,15593,Pave,0,0,AllPub,Corner,0,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,3,2,CBlock,3.0,3.0,1.0,4.0,603,1.0,0,701,1304,GasW,2,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,5,1953.0,3.0,2,667,3.0,3.0,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000
71,20,RL,95.0,13651,Pave,1,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,2,3,CBlock,4.0,3.0,4.0,5.0,1880,1.0,0,343,2223,GasA,4,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,5,1973.0,3.0,2,516,3.0,3.0,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000
72,20,RL,69.0,7599,Pave,0,0,AllPub,Corner,0,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3.0,3.0,1.0,5.0,565,1.0,0,280,845,GasA,2,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,1,1987.0,1.0,2,360,3.0,3.0,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500
73,60,RL,74.0,10141,Pave,1,0,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,2,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,832,832,GasA,3,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,5,1998.0,3.0,2,427,3.0,3.0,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000
74,20,RL,85.0,10200,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,2,2,CBlock,3.0,3.0,1.0,5.0,320,4.0,362,404,1086,GasA,3,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,5,1989.0,1.0,2,490,3.0,3.0,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900
75,50,RM,60.0,5790,Pave,0,0,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2.0,3.0,1.0,1.0,0,1.0,0,840,840,GasA,3,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,1,1915.0,1.0,1,379,3.0,3.0,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400
76,180,RM,21.0,1596,Pave,0,0,AllPub,Inside,0,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,CBlock,4.0,3.0,4.0,6.0,462,1.0,0,0,462,GasA,2,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,3,1973.0,1.0,1,297,3.0,3.0,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000
78,50,RM,50.0,8635,Pave,0,0,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,3.0,1.0,4.0,336,6.0,41,295,672,GasA,2,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,1,1948.0,1.0,1,240,3.0,3.0,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000
80,50,RM,60.0,10440,Pave,0,0,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3.0,3.0,1.0,1.0,0,1.0,0,440,440,GasA,3,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,1,1966.0,1.0,2,440,3.0,3.0,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000
81,60,RL,100.0,13000,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,2,3,CBlock,4.0,3.0,1.0,3.0,448,1.0,0,448,896,GasA,2,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,5,1968.0,3.0,1,509,3.0,3.0,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500
82,120,RM,32.0,4500,Pave,0,0,AllPub,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,2,3,PConc,5.0,4.0,1.0,6.0,1201,1.0,0,36,1237,GasA,4,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,5,1998.0,3.0,2,405,3.0,3.0,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500
83,20,RL,78.0,10206,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,2,2,PConc,4.0,3.0,1.0,6.0,33,1.0,0,1530,1563,GasA,4,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,5,2007.0,2.0,3,758,3.0,3.0,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000
84,20,RL,80.0,8892,Pave,1,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1065,1065,GasA,3,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,1,1974.0,1.0,2,461,3.0,3.0,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500
86,60,RL,121.0,16059,Pave,0,0,AllPub,Corner,0,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,3,2,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,1288,1288,GasA,4,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,5,1991.0,1.0,2,462,3.0,3.0,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000
87,60,RL,122.0,11911,Pave,2,0,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,3.0,1.0,0,1.0,0,684,684,GasA,4,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,3,2005.0,3.0,2,400,3.0,3.0,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000
88,160,FV,40.0,3951,Pave,0,0,AllPub,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,3,2,PConc,4.0,3.0,3.0,1.0,0,1.0,0,612,612,GasA,4,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,1,2009.0,2.0,2,528,3.0,3.0,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500
92,20,RL,85.0,8500,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,2,2,CBlock,3.0,3.0,1.0,3.0,600,1.0,0,635,1235,GasA,2,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,5,1961.0,1.0,2,480,3.0,3.0,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600
93,30,RL,80.0,13360,Pave,1,2,AllPub,Inside,0,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4.0,3.0,1.0,5.0,713,1.0,0,163,876,GasA,4,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,1,1921.0,1.0,2,432,3.0,3.0,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
94,190,C (all),60.0,7200,Pave,0,0,AllPub,Corner,0,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3.0,2.0,2.0,3.0,1046,1.0,0,168,1214,GasW,4,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,1,1900.0,1.0,2,506,3.0,3.0,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900
95,60,RL,69.0,9337,Pave,1,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4.0,3.0,1.0,6.0,648,1.0,0,176,824,GasA,4,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,5,1997.0,2.0,2,684,3.0,3.0,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750
97,20,RL,78.0,10264,Pave,1,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,3,2,PConc,4.0,3.0,3.0,5.0,1162,1.0,0,426,1588,GasA,4,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,5,1999.0,2.0,2,472,3.0,3.0,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
98,20,RL,73.0,10921,Pave,0,2,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,2,2,CBlock,3.0,3.0,1.0,3.0,520,1.0,0,440,960,GasA,2,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,5,1965.0,3.0,1,432,3.0,3.0,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750
99,30,RL,85.0,10625,Pave,0,0,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,3.0,1.0,5.0,108,1.0,0,350,458,GasA,1,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,Basment,1920.0,1.0,1,366,2.0,3.0,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000
102,60,RL,77.0,9206,Pave,0,0,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,2,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,741,741,GasA,2,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,5,1985.0,3.0,2,476,3.0,3.0,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000
104,20,RL,94.0,10402,Pave,1,0,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1226,1226,GasA,4,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,5,2009.0,2.0,3,740,3.0,3.0,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900
106,60,FV,75.0,9375,Pave,0,0,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,3,2,PConc,5.0,3.0,1.0,1.0,0,1.0,0,1053,1053,GasA,4,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,5,2003.0,2.0,2,648,3.0,3.0,Y,140,45,0,0,0,0,0,8,2008,WD,Normal,250000
107,30,RM,60.0,10800,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,2.0,3.0,1.0,1.0,0,1.0,0,641,641,GasA,3,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,1,1954.0,1.0,1,273,2.0,2.0,N,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
108,20,RM,50.0,6000,Pave,0,0,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,5.0,104,4.0,169,516,789,GasA,4,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,1,1948.0,1.0,1,250,3.0,3.0,Y,0,0,0,0,0,0,0,4,2008,WD,Partial,115000
110,20,RL,105.0,11751,Pave,1,0,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,2,2,CBlock,4.0,3.0,1.0,4.0,705,1.0,0,1139,1844,GasA,4,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,5,1977.0,2.0,2,546,3.0,3.0,Y,0,122,0,0,0,0,0,1,2010,COD,Normal,190000
111,50,RL,75.0,9525,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,2.0,1.0,3.0,444,1.0,0,550,994,GasA,3,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,5,1954.0,1.0,1,325,3.0,3.0,Y,182,0,0,0,0,0,0,10,2006,WD,Normal,136900
113,60,RL,77.0,9965,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,3,2,PConc,5.0,3.0,3.0,6.0,984,1.0,0,280,1264,GasA,4,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,3,2007.0,3.0,3,792,3.0,3.0,Y,120,184,0,0,168,0,0,10,2007,New,Partial,383970
115,70,RL,61.0,7259,Pave,1,0,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3.0,3.0,1.0,5.0,774,2.0,150,104,1028,GasA,4,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,1,1945.0,1.0,1,180,3.0,3.0,Y,224,0,0,0,0,0,0,7,2007,WD,Normal,259500
116,160,FV,34.0,3230,Pave,0,0,AllPub,Corner,0,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,2,2,PConc,4.0,3.0,1.0,6.0,419,1.0,0,310,729,GasA,3,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,1,1999.0,1.0,2,440,3.0,3.0,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,176000
118,20,RL,74.0,8536,Pave,0,0,AllPub,Corner,0,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1125,1125,GasA,3,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,5,2007.0,1.0,2,430,3.0,3.0,Y,80,64,0,0,0,0,0,4,2007,New,Partial,155000
119,60,RL,90.0,12376,Pave,0,0,AllPub,Corner,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,4.0,3.0,2.0,6.0,1470,1.0,0,203,1673,GasA,3,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,5,1990.0,1.0,3,594,3.0,3.0,Y,367,0,0,0,0,0,0,5,2010,WD,Normal,320000
120,60,RL,65.0,8461,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,728,728,GasA,4,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,5,2005.0,3.0,2,390,3.0,3.0,Y,0,24,0,0,0,0,0,7,2006,New,Partial,163990
122,50,RM,50.0,6060,Pave,0,0,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,PConc,3.0,3.0,1.0,1.0,0,1.0,0,732,732,GasA,3,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,1,1979.0,1.0,1,264,3.0,3.0,P,0,0,140,0,0,0,0,6,2007,WD,Normal,100000
123,20,RL,75.0,9464,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,2,3,CBlock,3.0,3.0,1.0,4.0,570,1.0,0,510,1080,GasA,3,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,5,1958.0,1.0,1,288,3.0,3.0,Y,0,0,0,0,130,0,0,6,2008,WD,Normal,136000
124,120,RL,55.0,7892,Pave,0,0,AllPub,Inside,0,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,2,PConc,4.0,3.0,1.0,6.0,300,1.0,0,899,1199,GasA,4,Y,SBrkr,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,5,1993.0,2.0,2,530,3.0,3.0,Y,0,63,0,0,0,0,0,3,2008,WD,Normal,153900
125,20,RL,48.0,17043,Pave,1,0,AllPub,CulDSac,0,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,4.0,2.0,1.0,1.0,0,1.0,0,1362,1362,GasA,2,Y,SBrkr,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,5,1979.0,1.0,2,435,3.0,3.0,Y,192,0,0,0,0,0,0,1,2009,WD,Normal,181000
129,60,RL,69.0,7590,Pave,0,0,AllPub,Inside,0,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,2,2,CBlock,3.0,3.0,1.0,4.0,512,1.0,0,148,660,GasA,2,Y,SBrkr,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,5,1966.0,2.0,2,453,3.0,3.0,Y,188,108,0,0,0,0,0,7,2006,WD,Normal,155000
130,20,RL,69.0,8973,Pave,0,0,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,85.0,2,2,CBlock,3.0,3.0,1.0,3.0,567,4.0,28,413,1008,GasA,2,Y,FuseA,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,6,1998.0,2.0,2,750,3.0,3.0,Y,0,80,0,180,0,0,0,7,2006,WD,Abnorml,150000
131,60,RL,88.0,14200,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,2,2,CBlock,3.0,3.0,1.0,3.0,445,1.0,0,479,924,GasA,4,Y,SBrkr,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,5,1966.0,3.0,2,487,3.0,3.0,Y,105,66,0,0,0,0,0,5,2006,WD,Normal,226000
133,20,RL,75.0,7388,Pave,0,0,AllPub,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3.0,3.0,1.0,3.0,405,1.0,0,658,1063,GasA,3,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,1,1974.0,1.0,2,624,3.0,3.0,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,150750
135,20,RL,78.0,10335,Pave,1,0,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3.0,3.0,1.0,3.0,570,1.0,0,891,1461,GasA,3,Y,SBrkr,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,5,1968.0,2.0,2,440,3.0,3.0,Y,0,96,180,0,0,0,0,7,2006,WD,Normal,180000
136,20,RL,80.0,10400,Pave,0,0,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,288.0,2,2,PConc,3.0,3.0,1.0,1.0,0,1.0,0,1304,1304,GasA,3,Y,SBrkr,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,5,1970.0,1.0,2,530,3.0,3.0,Y,98,0,0,0,0,0,0,5,2008,WD,Normal,174000
138,90,RL,82.0,11070,Pave,0,0,AllPub,Inside,0,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,70.0,2,2,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1907,1907,GasA,3,Y,SBrkr,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,6,1989.0,1.0,3,766,3.0,3.0,Y,0,0,0,0,0,0,0,7,2006,WD,Family,171000
139,60,RL,73.0,9066,Pave,1,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,2,PConc,4.0,3.0,2.0,6.0,668,1.0,0,336,1004,GasA,4,Y,SBrkr,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,5,1999.0,3.0,3,660,3.0,3.0,Y,224,106,0,0,0,0,0,12,2008,WD,Normal,230000
140,60,RL,65.0,15426,Pave,1,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4.0,3.0,1.0,6.0,821,1.0,0,107,928,GasA,4,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,5,1997.0,2.0,2,470,3.0,3.0,Y,276,99,0,0,0,0,0,8,2009,WD,Normal,231500
142,20,RL,78.0,11645,Pave,0,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4.0,3.0,3.0,6.0,1300,1.0,0,434,1734,GasA,4,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,5,2005.0,3.0,2,660,3.0,3.0,Y,160,24,0,0,0,0,0,1,2006,WD,Normal,260000
143,50,RL,71.0,8520,Pave,0,0,AllPub,Corner,0,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,1,CBlock,3.0,3.0,1.0,3.0,507,1.0,0,403,910,GasA,1,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,1,2000.0,1.0,2,720,3.0,3.0,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,166000
144,20,RL,78.0,10335,Pave,1,0,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,3,2,PConc,4.0,3.0,4.0,6.0,679,1.0,0,811,1490,GasA,4,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,5,1999.0,2.0,2,577,3.0,3.0,Y,144,29,0,0,0,0,0,6,2009,WD,Normal,204000
145,90,RM,70.0,9100,Pave,0,0,AllPub,Inside,0,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,2,2,CBlock,3.0,3.0,1.0,3.0,1332,1.0,0,396,1728,GasA,2,Y,SBrkr,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,1,1963.0,1.0,2,504,3.0,3.0,Y,0,0,0,0,0,0,0,11,2006,ConLI,Abnorml,125000
146,160,RM,24.0,2522,Pave,0,0,AllPub,Inside,0,Edwards,Norm,Norm,Twnhs,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,3,2,PConc,4.0,3.0,1.0,1.0,0,1.0,0,970,970,GasA,4,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,1,2004.0,1.0,2,380,3.0,3.0,Y,0,40,0,0,0,0,0,4,2006,WD,Normal,130000
147,30,RM,51.0,6120,Pave,0,0,AllPub,Corner,0,BrkSide,Norm,Norm,1Fam,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3.0,3.0,1.0,4.0,209,1.0,0,506,715,GasA,2,Y,FuseA,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,1,1931.0,1.0,1,180,2.0,3.0,Y,48,0,0,0,0,0,0,11,2009,WD,Normal,105000
151,20,RL,120.0,10356,Pave,0,0,AllPub,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3.0,3.0,3.0,4.0,716,1.0,0,253,969,GasA,2,Y,SBrkr,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,5,1975.0,1.0,2,440,3.0,3.0,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,122000
